,Name,Property_type,Country,code,latitude,longitude,neighbourhood,Accomadates,Price,guests_included,Extra_people,min_nights,max_nights,Cancellation_policy,amenities,availability_365,bedrooms,beds,room_type,last_review,Reviews_count,review_score,host_listings,host_name,host_id,verified_host
62,Quarto Taquara - Jacarepaguá,Apartment,Brazil,BRA,-22.91636184358952,-43.37035220190699,,2,101.0,1.0,20.0,2,1125,strict_14_with_grace_period,"['Cable TV', 'Wifi', 'Kitchen', 'Smoking allowed', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Essentials', 'Lock on bedroom door', '24-hour check-in', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",365,1.0,1.0,Private room,2016-05-16 04:00:00,1,100.0,2,Luana,3026612,False
63,UWS Brownstone Near Central Park,Apartment,United States of America,USA,40.78558,-73.9696,Upper West Side,3,212.0,1.0,0.0,21,30,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private entrance']",5,1.0,3.0,Entire home/apt,2018-01-01 05:00:00,45,93.0,4,Chas,178043,True
64,Pousada das Colonias,Bed and breakfast,Brazil,BRA,-23.004633399469007,-43.3089745798612,Barra da Tijuca,2,138.0,2.0,70.0,1,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Breakfast', 'Family/kid friendly', 'Essentials', 'Hangers']",347,1.0,1.0,Private room,2019-02-03 05:00:00,9,98.0,4,Lidia Maria,48463017,True
65,A large sunny bedroom,Apartment,United States of America,USA,40.85598,-73.90052,Tremont,1,35.0,1.0,0.0,3,1125,moderate,"['Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,1.0,1.0,Private room,2016-08-20 04:00:00,2,90.0,1,Ehssan,53169195,True
68,luxury apartment in istanbul taxsim,Apartment,Turkey,TUR,41.03326,28.98538,Cihangir,4,269.0,3.0,42.0,2,1125,strict_14_with_grace_period,"['Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Heating', 'Family/kid friendly', 'Fire extinguisher', 'Essentials', 'Shampoo']",317,1.0,3.0,Entire home/apt,2019-02-04 05:00:00,135,91.0,10,Osman,5386341,True
69,Private OceanFront - Bathtub Beach. Spacious House,House,United States of America,USA,21.63549,-157.91952,Ko'olauloa,14,795.0,1.0,0.0,3,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Wheelchair accessible', 'Kitchen', 'Free parking on premises', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', '24-hour check-in', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Beachfront']",229,4.0,10.0,Entire home/apt,2019-02-19 05:00:00,32,94.0,1,Noah,53086419,False
71,Cozy Art Top Floor Apt in PRIME Williamsburg!,Apartment,United States of America,USA,40.71577,-73.96053,Williamsburg,2,175.0,2.0,300.0,2,300,strict_14_with_grace_period,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Free street parking', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Luggage dropoff allowed', 'Long term stays allowed', 'Other']",363,1.0,2.0,Entire home/apt,2019-02-18 05:00:00,117,96.0,1,Ade,465278,False
74,Best location 1BR Apt in HK - Shops & Sights,Apartment,Hong Kong,CHN,22.29663,114.17088,Tsim Sha Tsui,4,997.0,2.0,160.0,1,60,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water']",170,1.0,2.0,Entire home/apt,2019-02-06 05:00:00,145,94.0,17,Simon,2657469,True
76,(1) Beach Guest House - Go Make A Trip,Bed and breakfast,Brazil,BRA,-23.008991691724663,-43.353970672578306,Barra da Tijuca,2,112.0,2.0,0.0,1,1125,flexible,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Family/kid friendly', 'Essentials', 'Shampoo', 'Hair dryer', 'Iron']",309,1.0,1.0,Private room,2017-09-22 04:00:00,11,98.0,8,Rafael,4765935,True
77,"Studio convenient to CBD, beaches, street parking.",Guest suite,Australia,AUS,-33.7975,151.26108,Balgowlah,5,45.0,2.0,25.0,2,3,moderate,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Gym', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private living room', 'Private entrance', 'Outlet covers', 'High chair', 'Children’s books and toys', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Wide hallway clearance', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Accessible-height bed', 'Step-free access', 'Step-free access']",0,1.0,4.0,Entire home/apt,2018-09-23 04:00:00,104,96.0,1,Leslie,4548918,True
78,Bondi Beach Dreaming 3-Bed House,House,Australia,AUS,-33.8872,151.27448,Bondi Beach,8,399.0,6.0,35.0,2,1125,strict_14_with_grace_period,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Paid parking off premises', 'Smoking allowed', 'Pets allowed', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Bathtub', 'High chair', 'Fireplace guards', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed']",0,3.0,6.0,Entire home/apt,2018-11-11 05:00:00,139,96.0,5,Cat,2509326,True
79,The Garden Studio,Guesthouse,Australia,AUS,-33.90318,151.15036,Marrickville,2,129.0,1.0,0.0,2,40,strict_14_with_grace_period,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Breakfast', 'Free street parking', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private entrance', 'Hot water', 'Other']",365,1.0,1.0,Entire home/apt,2019-02-11 05:00:00,146,97.0,1,Cath,3251237,True
81,March 2019 availability! Oceanview on Sugar Beach!,Condominium,United States of America,USA,20.78621,-156.46881,Maui,4,229.0,1.0,0.0,4,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Elevator', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Hot water']",228,1.0,3.0,Entire home/apt,2019-01-10 05:00:00,19,94.0,1,Gage,5738969,False
82,Homely Room in 5-Star New Condo@MTR,Condominium,Hong Kong,CHN,22.32074,114.17094,Yau Tsim Mong,2,479.0,1.0,150.0,28,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Step-free access', 'Step-free access', 'Wide entryway', 'Host greets you']",3,1.0,1.0,Private room,2017-08-31 04:00:00,179,94.0,5,Crystal,53247930,True
83,Where Castles and Art meet the Sea,Apartment,Portugal,PRT,41.17544,-8.68887,,4,80.0,1.0,0.0,5,1125,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Elevator', 'Hot tub', 'Indoor fireplace', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",27,1.0,2.0,Entire home/apt,2019-01-04 05:00:00,13,95.0,1,Jose,53059934,True
85,Cheerful new renovated central apt,Apartment,Turkey,TUR,41.03735,28.97477,Beyoglu,8,264.0,4.0,36.0,3,1125,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Long term stays allowed', 'Step-free access', 'Host greets you']",326,3.0,4.0,Entire home/apt,2019-02-10 05:00:00,77,94.0,1,Aybike,22766460,True
86,Jubilee By The Sea (Ocean Views),House,United States of America,USA,19.61318,-155.97349,Island of Hawaiʻi,11,325.0,8.0,25.0,2,90,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Pack ’n Play/travel crib', 'Hot water', 'Other']",267,4.0,6.0,Entire home/apt,2019-02-26 05:00:00,45,98.0,3,Nate,54391530,True
89,Tropical Jungle Oasis,Condominium,United States of America,USA,19.73108,-155.09259,Island of Hawaiʻi,4,125.0,1.0,0.0,2,1125,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony']",65,2.0,3.0,Entire home/apt,2019-02-22 05:00:00,65,96.0,1,Douglas,54294012,False
90,Sun filled comfortable apartment,Apartment,Australia,AUS,-33.87604,151.22559,Elizabeth Bay/Rushcutters Bay,2,85.0,1.0,0.0,1,1125,strict_14_with_grace_period,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Buzzer/wireless intercom', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Iron']",0,1.0,1.0,Entire home/apt,2016-02-22 05:00:00,2,100.0,1,Harry,23405752,False
92,Condomínio Praia Barra da Tijuca,Condominium,Brazil,BRA,-23.009702689174244,-43.32231287289854,Barra da Tijuca,6,351.0,1.0,0.0,2,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'First aid kit', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Stove', 'Long term stays allowed', 'Well-lit path to entrance', 'Other']",172,2.0,5.0,Entire home/apt,2019-01-04 05:00:00,18,95.0,1,Paula,54221119,False
93,Heroísmo IV,Apartment,Portugal,PRT,41.1462,-8.59275,,2,29.0,2.0,0.0,1,1125,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Single level home', 'Long term stays allowed', 'Host greets you', 'Handheld shower head']",309,0.0,1.0,Entire home/apt,2018-10-22 04:00:00,31,89.0,9,Apartments2Enjoy,9320470,False
94,位於深水埗地鐵站的溫馨公寓,Apartment,Hong Kong,CHN,22.32733,114.16262,Sham Shui Po,4,353.0,1.0,50.0,1,1125,strict_14_with_grace_period,"['TV', 'Air conditioning', 'Kitchen', 'Heating', 'Essentials', 'Shampoo', '24-hour check-in', 'Hair dryer', 'Hot water']",365,1.0,2.0,Private room,2017-12-25 05:00:00,18,71.0,28,Aaron,16313394,False
95,Whole Apt. in East Williamsburg,Apartment,United States of America,USA,40.70687,-73.93981,Williamsburg,4,125.0,2.0,30.0,4,90,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",168,1.0,1.0,Entire home/apt,2019-02-19 05:00:00,126,96.0,3,Guillermo,4148248,True
96,Park Guell apartment with terrace,Apartment,Spain,ESP,41.41582,2.15836,Can Baro,6,85.0,6.0,0.0,2,1125,strict_14_with_grace_period,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'First aid kit', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Host greets you']",174,2.0,3.0,Entire home/apt,2018-12-30 05:00:00,51,71.0,12,Alexandra Y Juan,54320669,True
97,Cozy bedroom Sagrada Familia,Apartment,Spain,ESP,41.40087,2.17963,Eixample,2,20.0,1.0,0.0,2,1125,flexible,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Pets allowed', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Essentials', 'Laptop friendly workspace']",0,1.0,2.0,Private room,2016-02-14 05:00:00,1,100.0,1,Rapha,1929411,True
98,Spacious and well located apartment,Apartment,Portugal,PRT,41.16093,-8.6114,,6,60.0,3.0,8.0,3,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Long term stays allowed', 'Host greets you']",314,2.0,3.0,Entire home/apt,2018-11-04 04:00:00,20,89.0,5,Andre,12870591,True
99,Jardim Botânico Gourmet 2 bdroom,Apartment,Brazil,BRA,-22.96448811710617,-43.22076222600562,Jardim Botânico,6,395.0,4.0,35.0,2,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Gym', 'Elevator', 'Free street parking', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private living room', 'Changing table', 'Stair gates', 'Children’s books and toys', 'Window guards', 'Babysitter recommendations', 'Room-darkening shades', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed']",342,2.0,5.0,Entire home/apt,2018-10-15 04:00:00,9,91.0,18,Roberta (Beta) Gatti,3665789,False
101,Charming Spacious Park Slope Studio,Guest suite,United States of America,USA,40.6651,-73.98307,Brooklyn,3,135.0,2.0,25.0,3,1125,moderate,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Free street parking', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed']",204,0.0,0.0,Entire home/apt,2019-02-04 05:00:00,115,98.0,1,Ildiko,54539364,False
102,"Charming Apartment,perfect Location",Apartment,Brazil,BRA,-22.964922391816017,-43.175966118975914,Copacabana,4,351.0,2.0,60.0,2,89,super_strict_30,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private living room', 'Private entrance', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed']",317,1.0,2.0,Entire home/apt,2019-01-02 05:00:00,110,95.0,65,Fabio,1381764,True
103,Nice Cosy Room In Taksim,Apartment,Turkey,TUR,41.03376,28.98648,Beyoglu,2,105.0,1.0,60.0,3,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Washer', 'Essentials', 'Shampoo']",336,1.0,1.0,Private room,2018-12-23 05:00:00,31,96.0,2,Nihat,5823933,False
105,Serene luxury in Harlem,Apartment,United States of America,USA,40.80708,-73.95211,Manhattan,1,80.0,1.0,0.0,3,1125,moderate,"['Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Bed linens', 'Extra pillows and blankets']",339,1.0,1.0,Private room,2019-01-05 05:00:00,10,100.0,1,Erika,54761069,True
106,Grand apartment Sagrada Familia,Apartment,Spain,ESP,41.39716,2.18146,el Fort Pienc,8,169.0,10.0,0.0,2,1125,strict_14_with_grace_period,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Host greets you']",211,4.0,6.0,Entire home/apt,2019-02-20 05:00:00,77,90.0,12,Alexandra Y Juan,54320669,True
107,Panoramic Ocean View Studio in  Quiet Setting,Guesthouse,United States of America,USA,21.29561,-157.78578,Oʻahu,2,120.0,1.0,15.0,2,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets live on this property', 'Free street parking', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Keypad', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed']",323,1.0,1.0,Entire home/apt,2019-02-18 05:00:00,114,95.0,2,Andrei,308899,True
